run,best,epoch,train_loss,train_acc,test_loss,test_acc
1,0,41,0.5552465623387923,0.9034482836723328,0.6768033504486084,0.8999999761581421
1,0,42,0.38343068613455844,0.8689655065536499,0.8368316292762756,0.8999999761581421
1,0,43,0.29392605597296584,0.9034482836723328,0.8065525889396667,0.8999999761581421
1,0,44,0.38902682352524537,0.8999999761581421,0.5234968066215515,0.9166666865348816
1,0,45,0.21798610171446434,0.9137930870056152,0.9211253523826599,0.8999999761581421
1,0,46,0.321562965042316,0.8999999761581421,0.5712372660636902,0.9166666865348816
1,0,47,0.4213109017851261,0.8862069249153137,0.6509628295898438,0.9166666865348816
1,0,48,0.34194734062139803,0.8965517282485962,0.6437356472015381,0.8999999761581421
1,0,49,0.4530048490716861,0.8965517282485962,0.5232858061790466,0.8999999761581421
1,0,50,0.25816752817606287,0.9206896424293518,0.8963184952735901,0.9166666865348816
1,0,51,0.4043133132822382,0.8793103694915771,0.7666522860527039,0.9333333373069763
1,0,52,0.3315310494687695,0.8862069249153137,0.6993935108184814,0.9166666865348816
1,0,53,0.40126072026256365,0.8931034207344055,0.5931772589683533,0.9166666865348816
1,0,54,0.2584402337670326,0.9068965315818787,0.7294873595237732,0.9166666865348816
1,0,55,0.35207121847913814,0.9241379499435425,0.7719804644584656,0.9166666865348816
1,0,56,0.4444854339727989,0.8793103694915771,0.5440312623977661,0.9333333373069763
1,0,57,0.4095532437070058,0.882758617401123,0.6171120405197144,0.9333333373069763
1,0,58,0.31300993779530895,0.9103448390960693,0.805167555809021,0.8833333253860474
1,0,59,0.4846900340456229,0.8793103694915771,0.9234828352928162,0.8166666626930237
1,0,60,0.4471221537544177,0.8793103694915771,0.5838163495063782,0.8999999761581421
1,0,61,0.3885614780279306,0.9068965315818787,0.6157516837120056,0.8999999761581421
1,0,62,0.3874378797526543,0.8999999761581421,0.5721843242645264,0.9166666865348816
1,0,63,0.3968672562892047,0.8896551728248596,0.7246235609054565,0.9333333373069763
1,0,64,0.28730379990660226,0.9172413945198059,0.5470542907714844,0.9333333373069763
1,0,65,0.33670507887235057,0.9103448390960693,0.7950993776321411,0.8999999761581421
1,0,66,0.30145740423064965,0.9172413945198059,0.5148767828941345,0.8666666746139526
1,0,67,0.29639420171196645,0.8931034207344055,0.6379324197769165,0.9166666865348816
1,0,68,0.33156932804446954,0.8793103694915771,0.5847388505935669,0.8833333253860474
1,0,69,0.38485130896935094,0.8758620619773865,0.4922240674495697,0.8999999761581421
1,0,70,0.29055734179340875,0.8931034207344055,1.2819287776947021,0.8333333134651184
1,0,71,0.3883678483275267,0.8724138140678406,0.769755482673645,0.8666666746139526
1,0,72,0.34188833402899593,0.8931034207344055,0.4766779839992523,0.8833333253860474
1,0,73,0.3284890210399261,0.9137930870056152,0.593610405921936,0.8833333253860474
1,0,74,0.37032658280804753,0.8999999761581421,0.7474218010902405,0.8833333253860474
1,0,75,0.33191928983880925,0.882758617401123,0.22821912169456482,0.9166666865348816
1,0,76,0.4305504738138272,0.9103448390960693,0.3585233688354492,0.8999999761581421
1,0,77,0.29716954136697143,0.9068965315818787,0.25329461693763733,0.8999999761581421
1,0,78,0.29467220833668234,0.9103448390960693,0.30189403891563416,0.8999999761581421
1,0,79,0.2935018069469012,0.8896551728248596,0.19191519916057587,0.9333333373069763
1,0,80,0.29874002908428127,0.8931034207344055,0.6849726438522339,0.8666666746139526
1,0,81,0.3280659378148042,0.9103448390960693,0.35373035073280334,0.9166666865348816
1,0,82,0.3303035182448534,0.9034482836723328,0.4672621786594391,0.9166666865348816
1,0,83,0.39884144698198026,0.8965517282485962,0.36448752880096436,0.8666666746139526
1,0,84,0.34825816865150744,0.9068965315818787,0.47429758310317993,0.949999988079071
1,0,85,0.2753614713079654,0.8896551728248596,0.552924394607544,0.9333333373069763
1,0,86,0.3254171804739879,0.8793103694915771,0.7334368228912354,0.8833333253860474
1,0,87,0.31787585810973096,0.8999999761581421,0.7509270310401917,0.8500000238418579
1,0,88,0.25963133214155765,0.9137930870056152,0.7425157427787781,0.9166666865348816
1,0,89,0.38334432459221435,0.8931034207344055,0.604207456111908,0.9333333373069763
1,0,90,0.22973555176017377,0.9275861978530884,0.8055968880653381,0.9166666865348816
1,0,91,0.3624009183393075,0.9241379499435425,0.8323933482170105,0.9166666865348816
1,0,92,0.6426258213244952,0.882758617401123,1.1432816982269287,0.8999999761581421
1,0,93,0.6003986929471676,0.8689655065536499,0.7949098348617554,0.8333333134651184
1,0,94,1.0490784858568356,0.8586207032203674,1.1825997829437256,0.8166666626930237
1,0,95,0.5170336758288053,0.8448275923728943,0.9461356401443481,0.8833333253860474
1,0,96,0.4340329175958267,0.8689655065536499,0.6010515093803406,0.8500000238418579
1,0,97,0.3998365536905252,0.8999999761581421,0.42291519045829773,0.8999999761581421
1,0,98,0.2661538215783926,0.9241379499435425,0.3608683943748474,0.9166666865348816
1,0,99,0.465726001904561,0.8965517282485962,0.4874741733074188,0.9166666865348816
1,0,100,0.22954663104162767,0.9103448390960693,0.5948429703712463,0.9166666865348816
1,0,101,0.2183409036638645,0.934482753276825,0.45708659291267395,0.9333333373069763
1,0,102,0.25447509667048085,0.9241379499435425,0.5038211345672607,0.9333333373069763
1,0,103,0.3189803215746696,0.8999999761581421,0.35386794805526733,0.9166666865348816
1,0,104,0.3188523048391709,0.9137930870056152,0.7649086117744446,0.8833333253860474
1,0,105,0.3000924684680425,0.9068965315818787,0.44382742047309875,0.9333333373069763
1,0,106,0.26660920966130036,0.9413793087005615,0.7380926012992859,0.9166666865348816
1,0,107,0.4812289946354352,0.9034482836723328,0.48761382699012756,0.9333333373069763
1,0,108,0.36861315083045226,0.9034482836723328,0.5907261967658997,0.9166666865348816
1,0,109,0.3419266457741077,0.8931034207344055,0.4841870367527008,0.9166666865348816
1,0,110,0.2779116269487601,0.9206896424293518,0.8326053619384766,0.8999999761581421
1,0,111,0.3406944267738324,0.8965517282485962,0.48136499524116516,0.8833333253860474
1,0,112,0.2891418208869604,0.9172413945198059,1.2450828552246094,0.8999999761581421
1,0,113,0.6366674076192654,0.8999999761581421,0.7534380555152893,0.8666666746139526
1,0,114,0.39537964671706927,0.8862069249153137,0.9236152172088623,0.7333333492279053
1,0,115,0.5459681657644418,0.8689655065536499,0.9562393426895142,0.8833333253860474
1,0,116,0.505666767175381,0.8137931227684021,0.36678779125213623,0.8999999761581421
1,0,117,0.5402814902795049,0.882758617401123,0.8625156283378601,0.8666666746139526
1,0,118,0.6422924846410751,0.8862069249153137,1.1206905841827393,0.8500000238418579
1,0,119,0.6629488707448428,0.8379310369491577,0.6913217306137085,0.9166666865348816
1,0,120,0.49912042113450855,0.8551723957061768,0.8822787404060364,0.8166666626930237
1,0,121,0.41098805230397445,0.8862069249153137,0.7172022461891174,0.9166666865348816
1,0,122,0.4394258830982905,0.8862069249153137,0.6239995956420898,0.8999999761581421
1,0,123,0.2564279309545572,0.9068965315818787,0.5860176682472229,0.9333333373069763
1,0,124,0.5754125714302063,0.8965517282485962,0.6046119928359985,0.9166666865348816
1,0,125,0.5773123873827549,0.8862069249153137,0.8889344334602356,0.7833333611488342
1,0,126,0.5444142216673264,0.8275862336158752,0.926062822341919,0.8166666626930237
1,0,127,0.42786113269483816,0.865517258644104,0.3501443564891815,0.9166666865348816
1,0,128,0.347988033898918,0.9034482836723328,0.7964208722114563,0.9333333373069763
1,0,129,0.34338147049913037,0.8931034207344055,0.6533847451210022,0.8999999761581421
1,0,130,0.452366910301722,0.9103448390960693,0.7813557386398315,0.8500000238418579
1,2,1,1.3390081295600305,0.3758620619773865,1.2410565614700317,0.5666666626930237
1,2,2,1.049578226529635,0.5275862216949463,0.9410732984542847,0.550000011920929
1,2,3,1.0159243712058434,0.5758620500564575,0.798961341381073,0.6666666865348816
1,2,4,0.9079107688023493,0.6379310488700867,0.9297468662261963,0.699999988079071
1,2,5,0.8145209275759183,0.7068965435028076,1.2774379253387451,0.5833333134651184
1,2,6,0.6974489975434083,0.7206896543502808,0.8295091390609741,0.8666666746139526
1,2,7,0.6269633002006091,0.7413793206214905,1.979244351387024,0.75
1,2,8,0.9196540484061608,0.6862068772315979,1.1130708456039429,0.699999988079071
1,2,9,0.6826021866156504,0.7586206793785095,0.8653466701507568,0.8333333134651184
1,2,10,0.6648205300936332,0.8275862336158752,0.988339364528656,0.7666666507720947
1,2,11,0.6262784141760606,0.817241370677948,1.1226662397384644,0.8333333134651184
1,2,12,0.5734222256220304,0.8448275923728943,0.8774215579032898,0.8666666746139526
1,2,13,0.6196846870275644,0.8068965673446655,1.3315855264663696,0.6666666865348816
1,2,14,0.5409602924035146,0.800000011920929,0.8225001692771912,0.8999999761581421
1,2,15,0.5886499686883047,0.8103448152542114,1.1523497104644775,0.7833333611488342
1,2,16,0.5916059974294442,0.8275862336158752,0.7170314788818359,0.8833333253860474
1,2,17,0.5138966563301017,0.8034482598304749,0.9669725298881531,0.8833333253860474
1,2,18,0.5395209754888828,0.8310344815254211,0.6599605083465576,0.8333333134651184
1,2,19,0.4161508218027078,0.8896551728248596,0.6724015474319458,0.8999999761581421
1,2,20,0.49460696429014206,0.865517258644104,0.5731691718101501,0.9166666865348816
1,2,21,0.41822851506563335,0.8862069249153137,0.8276528716087341,0.8500000238418579
1,2,22,0.39188928075040724,0.8965517282485962,0.7142959237098694,0.8333333134651184
1,2,23,0.3165642126964835,0.8758620619773865,0.704490065574646,0.8999999761581421
1,2,24,0.4101034835884303,0.8758620619773865,0.6099857091903687,0.9166666865348816
1,2,25,0.3079618993573464,0.9034482836723328,0.6937147974967957,0.9333333373069763
1,2,26,0.3858416579807034,0.8793103694915771,0.6914670467376709,0.8833333253860474
1,2,27,0.5109031876692405,0.9068965315818787,0.7527092695236206,0.8999999761581421
1,2,28,0.6249681677526007,0.8448275923728943,0.6293681263923645,0.800000011920929
1,2,29,0.4827539255985847,0.8275862336158752,0.5436985492706299,0.8999999761581421
1,2,30,0.3200729661262952,0.8896551728248596,0.617063581943512,0.9166666865348816
1,2,31,0.30076666749440706,0.9068965315818787,0.5805993676185608,0.8999999761581421
1,2,32,0.44927444137059724,0.8586207032203674,0.4701038599014282,0.9166666865348816
1,2,33,0.37543277327830976,0.8724138140678406,0.3929840624332428,0.8999999761581421
1,2,34,0.3118690045045626,0.8896551728248596,0.6659688949584961,0.8999999761581421
1,2,35,0.3429021021494499,0.9068965315818787,0.5435124039649963,0.8833333253860474
1,2,36,0.5898796563538221,0.8931034207344055,0.8654324412345886,0.8999999761581421
1,2,37,0.5265670334920287,0.8482758402824402,0.5194382667541504,0.8666666746139526
1,2,38,0.7103695726165404,0.8379310369491577,1.521084189414978,0.7333333492279053
1,2,39,0.4968523406065427,0.8103448152542114,0.55776047706604,0.949999988079071
1,2,40,0.3122056325597581,0.8620689511299133,0.5796421766281128,0.9166666865348816
1,2,41,0.44566515947763735,0.8896551728248596,0.7378237247467041,0.8666666746139526
1,2,42,0.3868551059411122,0.9068965315818787,0.8500449657440186,0.8999999761581421
1,2,43,0.38254535771333253,0.8793103694915771,0.6388309001922607,0.8999999761581421
1,2,44,0.25343906965393287,0.931034505367279,0.6935093998908997,0.9166666865348816
1,2,45,0.3159913168503688,0.8999999761581421,1.0017426013946533,0.8833333253860474
1,2,46,0.3307440298107954,0.882758617401123,0.8764377236366272,0.8500000238418579
1,2,47,0.43564406954325163,0.882758617401123,0.4824482500553131,0.949999988079071
1,2,48,0.3094138348331818,0.9137930870056152,0.7814605832099915,0.8999999761581421
1,2,49,0.32958826709252137,0.9137930870056152,0.45741549134254456,0.9166666865348816
1,2,50,0.36682953948799807,0.8896551728248596,0.630699872970581,0.9333333373069763
1,2,51,0.25880291685462,0.9034482836723328,0.6856183409690857,0.9333333373069763
1,2,52,0.36970410152123523,0.8999999761581421,0.5152517557144165,0.8666666746139526
1,2,53,0.2745253237394186,0.9068965315818787,0.5590702295303345,0.8999999761581421
1,2,54,0.2558744859236937,0.9103448390960693,0.6786020398139954,0.9166666865348816
1,2,55,0.3631587828411004,0.9103448390960693,0.4195738732814789,0.9333333373069763
1,2,56,0.44384706994661915,0.9137930870056152,0.6132776737213135,0.9333333373069763
1,2,57,0.3172684290374701,0.9172413945198059,0.6477228403091431,0.9166666865348816
1,2,58,0.26456219975191814,0.9241379499435425,0.4009757339954376,0.9166666865348816
1,2,59,0.2853281917050481,0.8965517282485962,0.4593394696712494,0.9333333373069763
1,2,60,0.35861851941221035,0.8999999761581421,0.49137911200523376,0.8999999761581421
1,2,61,0.32082475600047755,0.9241379499435425,0.5121566653251648,0.9333333373069763
1,2,62,0.2949239474076491,0.9172413945198059,0.543222188949585,0.8833333253860474
1,2,63,0.18501867239291825,0.9448275566101074,0.8285771608352661,0.9166666865348816
1,2,64,0.3101136767162153,0.9241379499435425,0.5833693742752075,0.9166666865348816
1,2,65,0.3834561287210538,0.9068965315818787,0.5225598216056824,0.9333333373069763
1,2,66,0.3138049559381146,0.9103448390960693,0.595325231552124,0.9166666865348816
1,2,67,0.3337604945095686,0.9172413945198059,0.49265483021736145,0.9166666865348816
1,2,68,0.48560182177103484,0.8793103694915771,0.47981640696525574,0.949999988079071
1,2,69,0.38524795337938345,0.8999999761581421,0.5032608509063721,0.9166666865348816
1,2,70,0.3458277749327513,0.8931034207344055,0.49484264850616455,0.8500000238418579
1,2,71,0.6483754624540989,0.8999999761581421,0.41029369831085205,0.949999988079071
1,2,72,0.3934168935341474,0.8758620619773865,0.44155532121658325,0.8833333253860474
1,2,73,0.37973880997070897,0.8965517282485962,0.45959922671318054,0.9166666865348816
1,2,74,0.4071066207610644,0.8931034207344055,0.5817137360572815,0.9166666865348816
1,2,75,0.32311429421847254,0.9137930870056152,0.48247256875038147,0.8999999761581421
1,2,76,0.2682593155365724,0.8931034207344055,0.563373863697052,0.8999999761581421
1,2,77,0.24464443154059923,0.9206896424293518,0.726593017578125,0.9166666865348816
1,2,78,0.21492645809708988,0.931034505367279,0.7757800817489624,0.8999999761581421
1,2,79,0.21294912004556793,0.931034505367279,0.7001885175704956,0.9166666865348816
1,2,80,0.16924618069942182,0.9413793087005615,0.514959454536438,0.8999999761581421
1,2,81,0.14226765443499273,0.9586206674575806,0.6394149661064148,0.9166666865348816
1,2,82,0.15854351329975402,0.951724112033844,0.49427372217178345,0.8999999761581421
1,2,83,0.20848699687765196,0.931034505367279,0.5898837447166443,0.9166666865348816
1,2,84,0.2988657449873594,0.951724112033844,0.47692030668258667,0.9166666865348816
1,3,1,1.4554317180926983,0.25517240166664124,1.3433464765548706,0.4166666567325592
1,3,2,1.3477166982797475,0.30000001192092896,1.079370379447937,0.5666666626930237
1,3,3,0.9902446613861964,0.5137931108474731,1.0846514701843262,0.5833333134651184
1,3,4,1.0684731235870948,0.5103448033332825,0.9529389142990112,0.6000000238418579
1,3,5,0.9091396285937383,0.5931034684181213,0.9014052152633667,0.8333333134651184
1,3,6,0.9159103081776545,0.6275861859321594,0.8460313677787781,0.75
1,3,7,0.8432927819398733,0.6758620738983154,0.7877565026283264,0.8333333134651184
1,3,8,0.7837148262904241,0.7241379022598267,0.8067913055419922,0.8666666746139526
1,3,9,0.760231423836488,0.6931034326553345,0.9913575053215027,0.8333333134651184
1,3,10,0.6133725115886102,0.7689655423164368,1.0913071632385254,0.7666666507720947
1,3,11,0.5908929992180604,0.7758620977401733,1.0615533590316772,0.7833333611488342
1,3,12,0.637488705607561,0.7620689868927002,0.8169265389442444,0.8833333253860474
1,3,13,0.5570124158492455,0.8068965673446655,0.9962542057037354,0.8666666746139526
1,3,14,0.608039996944941,0.7827585935592651,0.8414185643196106,0.8500000238418579
1,3,15,0.48137260540925825,0.8275862336158752,0.8659557104110718,0.8833333253860474
1,3,16,0.4355270524437611,0.8448275923728943,0.8312317728996277,0.8999999761581421
1,3,17,0.44785824991189516,0.8448275923728943,0.9788445234298706,0.8999999761581421
1,3,18,0.42484865394922405,0.8965517282485962,0.9930286407470703,0.8999999761581421
1,3,19,0.38445168332411694,0.8931034207344055,1.0055302381515503,0.8999999761581421
1,3,20,0.35556835108078444,0.8724138140678406,0.9843804240226746,0.8999999761581421
1,3,21,0.47772102888960105,0.8379310369491577,0.9430412650108337,0.8666666746139526
1,3,22,0.4008457649212617,0.9034482836723328,1.004783034324646,0.9166666865348816
1,3,23,0.3889253322894757,0.8689655065536499,0.8419561982154846,0.8999999761581421
1,3,24,0.4500053719832347,0.8482758402824402,0.8421777486801147,0.8666666746139526
1,3,25,0.3996135733860473,0.8689655065536499,0.9489432573318481,0.9166666865348816
1,3,26,0.4232209983926553,0.8551723957061768,0.8453744649887085,0.8999999761581421
1,3,27,0.46598924925694096,0.8758620619773865,0.6909246444702148,0.8999999761581421
1,3,28,0.38202868975125825,0.8896551728248596,0.8856866955757141,0.9166666865348816
1,3,29,0.30798242355768496,0.8965517282485962,1.3527075052261353,0.800000011920929
1,3,30,0.3974449892456715,0.8758620619773865,0.7719171643257141,0.9333333373069763
1,3,31,0.36305517548428795,0.8999999761581421,0.6851627230644226,0.9166666865348816
1,3,32,0.34416075493656817,0.8862069249153137,1.1440190076828003,0.9166666865348816
1,3,33,0.29616279212328106,0.8862069249153137,1.1260547637939453,0.8999999761581421
1,3,34,0.4079707648891669,0.882758617401123,1.0049774646759033,0.9166666865348816
1,3,35,0.3293320920604926,0.9137930870056152,0.8516590595245361,0.9166666865348816
1,3,36,0.33894635618735963,0.9068965315818787,0.9889377355575562,0.9166666865348816
1,3,37,0.3260417471711452,0.8793103694915771,0.7879073619842529,0.9166666865348816
1,3,38,0.2966025723860814,0.8965517282485962,0.8181270360946655,0.9333333373069763
1,3,39,0.2776645290163847,0.9206896424293518,0.8686358332633972,0.8999999761581421
1,3,40,0.33966753116020787,0.8862069249153137,0.7041400671005249,0.9333333373069763
1,3,41,0.3229696681866279,0.8999999761581421,0.8094267249107361,0.9333333373069763
1,3,42,0.2926092503520732,0.9137930870056152,0.983369767665863,0.9166666865348816
1,3,43,0.3088709545823244,0.9034482836723328,1.06048583984375,0.9333333373069763
1,3,44,0.27611997248963094,0.9137930870056152,0.9669578671455383,0.9333333373069763
1,3,45,0.39559312680592906,0.9068965315818787,0.9579604864120483,0.9166666865348816
1,3,46,0.3188399122311519,0.8999999761581421,1.1222572326660156,0.8999999761581421
1,3,47,0.3926637602540163,0.9034482836723328,1.0146386623382568,0.9166666865348816
1,3,48,0.29153773245903164,0.9068965315818787,0.7539982199668884,0.9333333373069763
1,3,49,0.2840523743070662,0.9103448390960693,0.7849171757698059,0.9333333373069763
1,3,50,0.3686369370955687,0.9103448390960693,0.7487024068832397,0.8999999761581421
1,3,51,0.38536122326667493,0.865517258644104,0.8796433806419373,0.9166666865348816
1,3,52,0.2926471554316007,0.8862069249153137,0.6597169041633606,0.9166666865348816
1,3,53,0.376274436712265,0.8965517282485962,0.646093487739563,0.9166666865348816
1,3,54,0.30800949982725656,0.8896551728248596,0.6154043078422546,0.8999999761581421
1,3,55,0.39896560902259526,0.8931034207344055,0.7146786451339722,0.8999999761581421
1,3,56,0.23235784557003242,0.9206896424293518,0.8600532412528992,0.9166666865348816
1,3,57,0.35351386250784766,0.9068965315818787,1.0030139684677124,0.8999999761581421
1,3,58,0.32318669844132203,0.8965517282485962,0.6362144351005554,0.9333333373069763
1,3,59,0.2527637722366937,0.8965517282485962,0.7509121298789978,0.8999999761581421
1,3,60,0.38640006402364147,0.8931034207344055,0.9658920168876648,0.8666666746139526
1,3,61,0.4182454777451662,0.8999999761581421,0.9393200278282166,0.8999999761581421
1,3,62,0.3306623648565549,0.8999999761581421,0.8004007339477539,0.8999999761581421
1,3,63,0.2967794448352204,0.8931034207344055,0.6936637759208679,0.9166666865348816
1,3,64,0.30198429639522845,0.8862069249153137,0.6951691508293152,0.9166666865348816
1,3,65,0.2815255161661368,0.9172413945198059,0.4524267017841339,0.9333333373069763
1,3,66,0.3054110025270627,0.8896551728248596,0.5274045467376709,0.8999999761581421
1,3,67,0.5174520101684791,0.8931034207344055,0.6214249730110168,0.9166666865348816
1,3,68,0.45706718547556263,0.8724138140678406,0.42254728078842163,0.8999999761581421
1,3,69,0.2301134099610723,0.9275861978530884,0.8035380244255066,0.9333333373069763
1,3,70,0.3083103471077405,0.9241379499435425,0.6600237488746643,0.9333333373069763
1,3,71,0.26188771369365543,0.9413793087005615,0.8595771193504333,0.8833333253860474
1,3,72,0.3846238693043303,0.865517258644104,0.5619304776191711,0.9166666865348816
1,3,73,0.2622816264629364,0.8999999761581421,0.5576153993606567,0.9166666865348816
1,3,74,0.2607875649745648,0.9103448390960693,0.6749204993247986,0.9166666865348816
1,3,75,0.3936359231861738,0.9206896424293518,0.9090853333473206,0.8833333253860474
1,3,76,0.3571484346802418,0.9137930870056152,0.8408976793289185,0.8833333253860474
1,3,77,0.26999873950934183,0.8931034207344055,0.7471631765365601,0.8833333253860474
1,3,78,0.24741759136892283,0.9275861978530884,0.9783756732940674,0.9166666865348816
1,3,79,0.2678835546741119,0.9275861978530884,0.8021250367164612,0.9333333373069763
1,3,80,0.3214014469144436,0.9103448390960693,0.5302512049674988,0.9333333373069763
1,3,81,0.29905601848776525,0.9172413945198059,0.6915135979652405,0.8500000238418579
1,3,82,0.40206738389455354,0.8517241477966309,0.4955814778804779,0.8833333253860474
1,3,83,0.27378619748812455,0.9137930870056152,0.7174728512763977,0.9166666865348816
1,3,84,0.32142747924304926,0.8999999761581421,0.8150169253349304,0.9166666865348816
1,3,85,0.26932990465026635,0.9206896424293518,0.6844431161880493,0.8999999761581421
1,3,86,0.2668245102144843,0.9275861978530884,0.34809425473213196,0.9333333373069763
1,3,87,0.3291920642099845,0.9068965315818787,0.24282985925674438,0.8999999761581421
1,3,88,0.5368532079916734,0.9034482836723328,0.4330739378929138,0.8500000238418579
1,3,89,0.3785413079536878,0.882758617401123,0.507388710975647,0.9166666865348816
1,3,90,0.38713431931458986,0.9034482836723328,0.3834361135959625,0.9166666865348816
1,3,91,0.4382826319107643,0.8931034207344055,0.6675710082054138,0.9166666865348816
1,3,92,0.22205542042278326,0.9172413945198059,0.5981095433235168,0.9333333373069763
1,3,93,0.28150987883026785,0.9068965315818787,0.5450180768966675,0.9333333373069763
1,3,94,0.2847383317465966,0.9241379499435425,0.16359639167785645,0.9333333373069763
1,3,95,0.34679508266540676,0.8999999761581421,0.36383819580078125,0.8999999761581421
1,3,96,0.29934424333847487,0.9034482836723328,0.24454855918884277,0.9166666865348816
1,3,97,0.34088837240750974,0.9172413945198059,0.18725112080574036,0.949999988079071
1,3,98,0.4130077493878511,0.9103448390960693,0.41979482769966125,0.9166666865348816
1,3,99,0.2713810440439444,0.9034482836723328,0.2175014764070511,0.9333333373069763
1,3,100,0.2613981861907702,0.9241379499435425,0.6238303780555725,0.9166666865348816
1,3,101,0.20238895237875673,0.9379310607910156,0.21845729649066925,0.9166666865348816
1,3,102,0.25610600182643306,0.9275861978530884,0.31195154786109924,0.9333333373069763
1,3,103,0.3343318414229613,0.9068965315818787,0.4769545793533325,0.8999999761581421
1,3,104,0.2228050828517343,0.9275861978530884,0.369920551776886,0.9166666865348816
1,3,105,0.2670445094028345,0.9172413945198059,0.37540218234062195,0.9166666865348816
1,3,106,0.22777524819740883,0.9241379499435425,0.6925161480903625,0.8666666746139526
1,3,107,0.24283224793795782,0.9137930870056152,0.20902293920516968,0.9333333373069763
1,3,108,0.2793121628749829,0.931034505367279,0.2280748188495636,0.9166666865348816
1,3,109,0.3430305246550303,0.951724112033844,0.5399833917617798,0.8999999761581421
1,3,110,0.5208434663139857,0.9068965315818787,0.4162243902683258,0.8999999761581421
1,3,111,0.5499675474487818,0.8586207032203674,0.5921546220779419,0.8500000238418579
1,3,112,0.3441750402204119,0.8896551728248596,0.612653911113739,0.9166666865348816
1,3,113,0.3783736393715327,0.8896551728248596,0.23443078994750977,0.949999988079071
1,3,114,0.20752344853602922,0.931034505367279,0.6058577299118042,0.9333333373069763
1,3,115,0.26986847517008966,0.9241379499435425,0.5106704235076904,0.9166666865348816
1,3,116,0.33236416006604064,0.8896551728248596,0.4309534430503845,0.8999999761581421
1,3,117,0.31195245410960454,0.9379310607910156,0.56254643201828,0.9166666865348816
1,3,118,0.46727693281494653,0.882758617401123,0.5004839301109314,0.9166666865348816
1,3,119,0.2149036257312848,0.9413793087005615,0.37486690282821655,0.8666666746139526
1,3,120,0.19202849326225427,0.9172413945198059,0.24806253612041473,0.8999999761581421
